"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","283081","Testcase_01_PO_Folder_and_Tags","","Mon Dec 23 02:26:07 UTC 2024","failed","Mon Dec 23 02:30:50 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","141876","Testcase_01View_All_Folders_Keyword","","Mon Dec 23 02:41:47 UTC 2024","passed","Mon Dec 23 02:44:09 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","218051","Testcase_01_Rules_And_Tag_Rules","","Mon Dec 23 02:22:29 UTC 2024","passed","Mon Dec 23 02:26:07 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","109712","Testcase_02GlobalSearch_Field_Extraction","","Mon Dec 23 02:36:55 UTC 2024","failed","Mon Dec 23 02:38:44 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","104065","Testcase_001Exceptions_Fix_Global_Search","","Mon Dec 23 02:20:44 UTC 2024","passed","Mon Dec 23 02:22:29 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","118089","Testcase_02Genrate_Report_Comma_Delimited_Box","","Mon Dec 23 02:33:06 UTC 2024","passed","Mon Dec 23 02:35:04 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","228996","Testcase_01Single_Document_Multi_PO_upload","","Mon Dec 23 02:14:27 UTC 2024","failed","Mon Dec 23 02:18:16 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","79711","Testcase_02_Deletes_Upload_exception","","Mon Dec 23 02:40:27 UTC 2024","passed","Mon Dec 23 02:41:47 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","147685","Testcase_001Multiple_Document_Multi-PO upload","","Mon Dec 23 02:18:17 UTC 2024","passed","Mon Dec 23 02:20:44 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","102340","Testcase_01Focus_Mode_Upload_exception","","Mon Dec 23 02:38:45 UTC 2024","passed","Mon Dec 23 02:40:27 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","135593","Testcase_01_Genrate_Report_CSV","","Mon Dec 23 02:30:51 UTC 2024","passed","Mon Dec 23 02:33:06 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","110169","Testcase_01Global_Search_Keyword","","Mon Dec 23 02:35:04 UTC 2024","passed","Mon Dec 23 02:36:55 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
