"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","148708","Testcase_001Multiple_Document_Multi-PO upload","","Fri Oct 18 07:41:07 UTC 2024","failed","Fri Oct 18 07:43:35 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","108000","Testcase_02Genrate_Report_Comma_Delimited_Box","","Fri Oct 18 07:56:03 UTC 2024","passed","Fri Oct 18 07:57:51 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","82222","Testcase_02_Deletes_Upload_exception","","Fri Oct 18 08:03:42 UTC 2024","passed","Fri Oct 18 08:05:05 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","149100","Testcase_01View_All_Folders_Keyword","","Fri Oct 18 08:05:05 UTC 2024","passed","Fri Oct 18 08:07:34 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","134240","Testcase_02GlobalSearch_Field_Extraction","","Fri Oct 18 07:59:44 UTC 2024","passed","Fri Oct 18 08:01:58 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","273091","Testcase_01_PO_Folder_and_Tags","","Fri Oct 18 07:49:07 UTC 2024","failed","Fri Oct 18 07:53:40 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","104534","Testcase_01Focus_Mode_Upload_exception","","Fri Oct 18 08:01:58 UTC 2024","passed","Fri Oct 18 08:03:42 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","108786","Testcase_001Exceptions_Fix_Global_Search","","Fri Oct 18 07:43:36 UTC 2024","passed","Fri Oct 18 07:45:25 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","142369","Testcase_01_Genrate_Report_CSV","","Fri Oct 18 07:53:41 UTC 2024","passed","Fri Oct 18 07:56:03 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","221502","Testcase_01_Rules_And_Tag_Rules","","Fri Oct 18 07:45:25 UTC 2024","passed","Fri Oct 18 07:49:07 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","206040","Testcase_01Single_Document_Multi_PO_upload","","Fri Oct 18 07:37:41 UTC 2024","passed","Fri Oct 18 07:41:07 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","112555","Testcase_01Global_Search_Keyword","","Fri Oct 18 07:57:51 UTC 2024","passed","Fri Oct 18 07:59:44 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
