"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228220","Testcase_01_Rules_And_Tag_Rules","","Mon Dec 16 02:34:57 UTC 2024","passed","Mon Dec 16 02:38:46 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","119856","Testcase_02Genrate_Report_Comma_Delimited_Box","","Mon Dec 16 02:45:47 UTC 2024","passed","Mon Dec 16 02:47:47 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","101027","Testcase_01Focus_Mode_Upload_exception","","Mon Dec 16 02:51:19 UTC 2024","passed","Mon Dec 16 02:53:00 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","102031","Testcase_02GlobalSearch_Field_Extraction","","Mon Dec 16 02:49:36 UTC 2024","failed","Mon Dec 16 02:51:18 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","103588","Testcase_001Exceptions_Fix_Global_Search","","Mon Dec 16 02:33:14 UTC 2024","passed","Mon Dec 16 02:34:57 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","109182","Testcase_01Global_Search_Keyword","","Mon Dec 16 02:47:47 UTC 2024","passed","Mon Dec 16 02:49:36 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","239087","Testcase_01Single_Document_Multi_PO_upload","","Mon Dec 16 02:26:47 UTC 2024","failed","Mon Dec 16 02:30:46 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","145646","Testcase_01View_All_Folders_Keyword","","Mon Dec 16 02:54:19 UTC 2024","passed","Mon Dec 16 02:56:45 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","281251","Testcase_01_PO_Folder_and_Tags","","Mon Dec 16 02:38:46 UTC 2024","failed","Mon Dec 16 02:43:27 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","146724","Testcase_001Multiple_Document_Multi-PO upload","","Mon Dec 16 02:30:47 UTC 2024","passed","Mon Dec 16 02:33:14 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","79487","Testcase_02_Deletes_Upload_exception","","Mon Dec 16 02:53:00 UTC 2024","passed","Mon Dec 16 02:54:19 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","139301","Testcase_01_Genrate_Report_CSV","","Mon Dec 16 02:43:28 UTC 2024","passed","Mon Dec 16 02:45:47 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
