"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5920","Testcase_01View_All_Folders_Keyword","","Tue Oct 15 09:42:33 UTC 2024","failed","Tue Oct 15 09:42:39 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","6143","Testcase_02_Deletes_Upload_exception","","Tue Oct 15 09:42:26 UTC 2024","failed","Tue Oct 15 09:42:32 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","5915","Testcase_01_PO_Folder_and_Tags","","Tue Oct 15 09:41:45 UTC 2024","failed","Tue Oct 15 09:41:51 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","5928","Testcase_02GlobalSearch_Field_Extraction","","Tue Oct 15 09:42:13 UTC 2024","failed","Tue Oct 15 09:42:19 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","6395","Testcase_02Genrate_Report_Comma_Delimited_Box","","Tue Oct 15 09:41:59 UTC 2024","failed","Tue Oct 15 09:42:05 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","5967","Testcase_001Multiple_Document_Multi-PO upload","","Tue Oct 15 09:41:25 UTC 2024","failed","Tue Oct 15 09:41:31 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","6041","Testcase_01Global_Search_Keyword","","Tue Oct 15 09:42:06 UTC 2024","failed","Tue Oct 15 09:42:12 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","5917","Testcase_01_Genrate_Report_CSV","","Tue Oct 15 09:41:52 UTC 2024","failed","Tue Oct 15 09:41:58 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","5976","Testcase_01_Rules_And_Tag_Rules","","Tue Oct 15 09:41:39 UTC 2024","failed","Tue Oct 15 09:41:45 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","5991","Testcase_001Exceptions_Fix_Global_Search","","Tue Oct 15 09:41:32 UTC 2024","failed","Tue Oct 15 09:41:38 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","5927","Testcase_01Focus_Mode_Upload_exception","","Tue Oct 15 09:42:19 UTC 2024","failed","Tue Oct 15 09:42:25 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","26091","Testcase_01Single_Document_Multi_PO_upload","","Tue Oct 15 09:40:59 UTC 2024","failed","Tue Oct 15 09:41:25 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
