"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74003","Testcase_02_Deletes_Upload_exception","","Thu Oct 17 08:03:02 UTC 2024","passed","Thu Oct 17 08:04:16 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","103377","Testcase_001Exceptions_Fix_Global_Search","","Thu Oct 17 07:43:39 UTC 2024","passed","Thu Oct 17 07:45:23 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","123206","Testcase_02GlobalSearch_Field_Extraction","","Thu Oct 17 07:59:23 UTC 2024","passed","Thu Oct 17 08:01:26 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","128208","Testcase_01View_All_Folders_Keyword","","Thu Oct 17 08:04:16 UTC 2024","failed","Thu Oct 17 08:06:24 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","109751","Testcase_02Genrate_Report_Comma_Delimited_Box","","Thu Oct 17 07:55:39 UTC 2024","passed","Thu Oct 17 07:57:29 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","265358","Testcase_01_PO_Folder_and_Tags","","Thu Oct 17 07:49:05 UTC 2024","failed","Thu Oct 17 07:53:30 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","222190","Testcase_01_Rules_And_Tag_Rules","","Thu Oct 17 07:45:23 UTC 2024","passed","Thu Oct 17 07:49:05 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","220819","Testcase_01Single_Document_Multi_PO_upload","","Thu Oct 17 07:37:42 UTC 2024","passed","Thu Oct 17 07:41:23 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","95638","Testcase_01Focus_Mode_Upload_exception","","Thu Oct 17 08:01:26 UTC 2024","passed","Thu Oct 17 08:03:02 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","135731","Testcase_001Multiple_Document_Multi-PO upload","","Thu Oct 17 07:41:23 UTC 2024","failed","Thu Oct 17 07:43:39 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","128013","Testcase_01_Genrate_Report_CSV","","Thu Oct 17 07:53:31 UTC 2024","passed","Thu Oct 17 07:55:39 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","114179","Testcase_01Global_Search_Keyword","","Thu Oct 17 07:57:29 UTC 2024","passed","Thu Oct 17 07:59:23 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
