"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","145608","Testcase_001Multiple_Document_Multi-PO upload","","Tue Oct 15 05:58:38 UTC 2024","passed","Tue Oct 15 06:01:04 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","143589","Testcase_01View_All_Folders_Keyword","","Tue Oct 15 06:22:48 UTC 2024","passed","Tue Oct 15 06:25:11 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","238122","Testcase_01_Rules_And_Tag_Rules","","Tue Oct 15 06:02:55 UTC 2024","passed","Tue Oct 15 06:06:53 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","293408","Testcase_01_PO_Folder_and_Tags","","Tue Oct 15 06:06:53 UTC 2024","failed","Tue Oct 15 06:11:47 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","111219","Testcase_001Exceptions_Fix_Global_Search","","Tue Oct 15 06:01:04 UTC 2024","passed","Tue Oct 15 06:02:55 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","114413","Testcase_02Genrate_Report_Comma_Delimited_Box","","Tue Oct 15 06:14:05 UTC 2024","passed","Tue Oct 15 06:15:59 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","119122","Testcase_01Global_Search_Keyword","","Tue Oct 15 06:15:59 UTC 2024","passed","Tue Oct 15 06:17:58 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","137336","Testcase_01_Genrate_Report_CSV","","Tue Oct 15 06:11:48 UTC 2024","passed","Tue Oct 15 06:14:05 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","102741","Testcase_02GlobalSearch_Field_Extraction","","Tue Oct 15 06:17:58 UTC 2024","passed","Tue Oct 15 06:19:41 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","82239","Testcase_02_Deletes_Upload_exception","","Tue Oct 15 06:21:25 UTC 2024","passed","Tue Oct 15 06:22:48 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","104218","Testcase_01Focus_Mode_Upload_exception","","Tue Oct 15 06:19:41 UTC 2024","passed","Tue Oct 15 06:21:25 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","215025","Testcase_01Single_Document_Multi_PO_upload","","Tue Oct 15 05:55:02 UTC 2024","failed","Tue Oct 15 05:58:37 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
