"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6501","Testcase_01Global_Search_Keyword","","Tue Oct 15 10:25:10 UTC 2024","failed","Tue Oct 15 10:25:17 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","5987","Testcase_02Genrate_Report_Comma_Delimited_Box","","Tue Oct 15 10:25:04 UTC 2024","failed","Tue Oct 15 10:25:10 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","6281","Testcase_001Exceptions_Fix_Global_Search","","Tue Oct 15 10:24:36 UTC 2024","failed","Tue Oct 15 10:24:43 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","5894","Testcase_01View_All_Folders_Keyword","","Tue Oct 15 10:25:39 UTC 2024","failed","Tue Oct 15 10:25:44 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","7231","Testcase_02GlobalSearch_Field_Extraction","","Tue Oct 15 10:25:18 UTC 2024","failed","Tue Oct 15 10:25:25 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","26798","Testcase_01Single_Document_Multi_PO_upload","","Tue Oct 15 10:24:02 UTC 2024","failed","Tue Oct 15 10:24:29 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","6466","Testcase_01_Rules_And_Tag_Rules","","Tue Oct 15 10:24:43 UTC 2024","failed","Tue Oct 15 10:24:50 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","5824","Testcase_01_PO_Folder_and_Tags","","Tue Oct 15 10:24:50 UTC 2024","failed","Tue Oct 15 10:24:56 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","5892","Testcase_01Focus_Mode_Upload_exception","","Tue Oct 15 10:25:25 UTC 2024","failed","Tue Oct 15 10:25:31 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","5869","Testcase_02_Deletes_Upload_exception","","Tue Oct 15 10:25:32 UTC 2024","failed","Tue Oct 15 10:25:38 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","5981","Testcase_01_Genrate_Report_CSV","","Tue Oct 15 10:24:57 UTC 2024","failed","Tue Oct 15 10:25:03 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","6081","Testcase_001Multiple_Document_Multi-PO upload","","Tue Oct 15 10:24:30 UTC 2024","failed","Tue Oct 15 10:24:36 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
