"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","144468","Testcase_01View_All_Folders_Keyword","","Mon Dec 30 02:43:24 UTC 2024","passed","Mon Dec 30 02:45:48 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","290828","Testcase_01_PO_Folder_and_Tags","","Mon Dec 30 02:27:29 UTC 2024","failed","Mon Dec 30 02:32:19 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","138871","Testcase_01_Genrate_Report_CSV","","Mon Dec 30 02:32:20 UTC 2024","passed","Mon Dec 30 02:34:39 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","115369","Testcase_01Global_Search_Keyword","","Mon Dec 30 02:36:36 UTC 2024","passed","Mon Dec 30 02:38:32 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","117126","Testcase_02Genrate_Report_Comma_Delimited_Box","","Mon Dec 30 02:34:39 UTC 2024","passed","Mon Dec 30 02:36:36 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","106941","Testcase_02GlobalSearch_Field_Extraction","","Mon Dec 30 02:38:32 UTC 2024","failed","Mon Dec 30 02:40:19 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","207660","Testcase_01Single_Document_Multi_PO_upload","","Mon Dec 30 02:14:24 UTC 2024","failed","Mon Dec 30 02:17:52 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","250211","Testcase_001Multiple_Document_Multi-PO upload","","Mon Dec 30 02:17:52 UTC 2024","passed","Mon Dec 30 02:22:02 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
"","105479","Testcase_01Focus_Mode_Upload_exception","","Mon Dec 30 02:40:20 UTC 2024","passed","Mon Dec 30 02:42:05 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","106834","Testcase_001Exceptions_Fix_Global_Search","","Mon Dec 30 02:22:02 UTC 2024","passed","Mon Dec 30 02:23:49 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","219223","Testcase_01_Rules_And_Tag_Rules","","Mon Dec 30 02:23:49 UTC 2024","passed","Mon Dec 30 02:27:29 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","78492","Testcase_02_Deletes_Upload_exception","","Mon Dec 30 02:42:05 UTC 2024","passed","Mon Dec 30 02:43:24 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
