"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102035","Testcase_001Exceptions_Fix_Global_Search","","Mon Dec 09 02:32:57 UTC 2024","passed","Mon Dec 09 02:34:39 UTC 2024","HelloDock","03_exceptions_Test.spec.ts","",""
"","145510","Testcase_01View_All_Folders_Keyword","","Mon Dec 09 02:54:05 UTC 2024","passed","Mon Dec 09 02:56:31 UTC 2024","HelloDock","12_view_All_Folders_Test.spec.ts","",""
"","293300","Testcase_01_PO_Folder_and_Tags","","Mon Dec 09 02:38:13 UTC 2024","failed","Mon Dec 09 02:43:07 UTC 2024","HelloDock","05_Folder_Tag_rules_Test.spec.ts","",""
"","215369","Testcase_01Single_Document_Multi_PO_upload","","Mon Dec 09 02:27:05 UTC 2024","failed","Mon Dec 09 02:30:40 UTC 2024","HelloDock","01_single_Document_Multi_PO.spec.ts","",""
"","104612","Testcase_02GlobalSearch_Field_Extraction","","Mon Dec 09 02:49:08 UTC 2024","passed","Mon Dec 09 02:50:53 UTC 2024","HelloDock","09_global_Field_Extraction_Test.spec.ts","",""
"","108970","Testcase_01Global_Search_Keyword","","Mon Dec 09 02:47:19 UTC 2024","passed","Mon Dec 09 02:49:08 UTC 2024","HelloDock","08_global_Search_Keywords_Test.spec.ts","",""
"","112218","Testcase_02Genrate_Report_Comma_Delimited_Box","","Mon Dec 09 02:45:27 UTC 2024","passed","Mon Dec 09 02:47:19 UTC 2024","HelloDock","07_generate_Delimited_Box.spec.ts","",""
"","107145","Testcase_01Focus_Mode_Upload_exception","","Mon Dec 09 02:50:53 UTC 2024","passed","Mon Dec 09 02:52:40 UTC 2024","HelloDock","10_focus_Mode_exception_Test.spec.ts","",""
"","214406","Testcase_01_Rules_And_Tag_Rules","","Mon Dec 09 02:34:39 UTC 2024","passed","Mon Dec 09 02:38:13 UTC 2024","HelloDock","04_rules_Tags_PO_Rules_Test.spec.ts","",""
"","85455","Testcase_02_Deletes_Upload_exception","","Mon Dec 09 02:52:40 UTC 2024","passed","Mon Dec 09 02:54:05 UTC 2024","HelloDock","11_delete_Focus_Mode_Test.spec.ts","",""
"","139256","Testcase_01_Genrate_Report_CSV","","Mon Dec 09 02:43:08 UTC 2024","passed","Mon Dec 09 02:45:27 UTC 2024","HelloDock","06_generate_Report_CSV_Test.spec.ts","",""
"","135602","Testcase_001Multiple_Document_Multi-PO upload","","Mon Dec 09 02:30:41 UTC 2024","failed","Mon Dec 09 02:32:56 UTC 2024","HelloDock","02_multiple_Document_Multi_PO.spec.ts","",""
